Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
1,3,4,4,yes,yes,hadoop,data science,excellent,poor,programming,testing,product development,yes,Management,hard worker,yes,yes,CRM Technical Developer
4,2,3,4,yes,no,full stack,cloud computing,medium,medium,hacking,developer,Finance,yes,Technical,smart worker,no,yes,CRM Technical Developer
9,6,9,9,no,no,full stack,cloud computing,poor,excellent,Computer Architecture,cloud computing,BPA,no,Management,smart worker,yes,no,CRM Technical Developer
6,6,6,1,yes,yes,shell programming,testing,poor,medium,IOT,cloud computing,Service Based,yes,Management,hard worker,yes,yes,CRM Technical Developer
3,5,4,1,yes,yes,machine learning,testing,poor,excellent,cloud computing,security,Sales and Marketing,yes,Management,hard worker,no,yes,CRM Technical Developer
1,0,9,7,no,no,information security,system designing,poor,medium,Computer Architecture,security,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,CRM Technical Developer
2,3,3,8,yes,yes,python,data science,poor,poor,cloud computing,security,Product based,yes,Management,smart worker,yes,yes,CRM Technical Developer
6,2,9,9,no,no,shell programming,testing,poor,poor,networks,system developer,Testing and Maintainance Services,no,Technical,smart worker,no,yes,CRM Technical Developer
5,1,5,1,no,no,hadoop,game development,poor,poor,Computer Architecture,testing,Testing and Maintainance Services,yes,Technical,smart worker,yes,yes,CRM Technical Developer
8,0,7,4,no,no,r programming,testing,poor,poor,data engineering,Business process analyst,Sales and Marketing,yes,Technical,smart worker,yes,no,CRM Technical Developer
8,5,2,1,no,yes,information security,cloud computing,poor,excellent,networks,Business process analyst,Cloud Services,no,Management,smart worker,yes,no,CRM Technical Developer
3,2,2,6,yes,no,distro making,cloud computing,excellent,medium,data engineering,security,BPA,yes,Management,hard worker,yes,yes,CRM Technical Developer
8,6,2,6,yes,yes,distro making,web technologies,excellent,excellent,data engineering,system developer,Sales and Marketing,no,Management,hard worker,yes,no,CRM Technical Developer
1,5,4,5,no,yes,machine learning,hacking,excellent,excellent,parallel computing,developer,Testing and Maintainance Services,no,Technical,hard worker,yes,no,CRM Technical Developer
7,1,7,7,yes,no,r programming,testing,medium,excellent,parallel computing,security,Cloud Services,yes,Technical,smart worker,yes,yes,CRM Technical Developer
4,3,3,1,no,no,app development,data science,excellent,excellent,Software Engineering,developer,Service Based,yes,Management,hard worker,no,no,CRM Technical Developer
5,1,8,8,yes,yes,shell programming,web technologies,excellent,excellent,Computer Architecture,system developer,Web Services,no,Technical,hard worker,yes,no,CRM Technical Developer
8,1,4,9,no,no,hadoop,system designing,excellent,excellent,hacking,cloud computing,BPA,no,Technical,hard worker,yes,no,CRM Technical Developer
4,4,7,6,yes,yes,app development,game development,poor,excellent,parallel computing,security,Testing and Maintainance Services,yes,Technical,hard worker,yes,no,CRM Technical Developer
6,2,7,7,yes,yes,python,game development,excellent,excellent,cloud computing,cloud computing,Cloud Services,no,Technical,hard worker,yes,yes,CRM Technical Developer
8,4,9,3,yes,yes,python,testing,medium,medium,IOT,system developer,product development,no,Technical,smart worker,yes,no,CRM Technical Developer
9,1,5,4,no,yes,app development,game development,poor,medium,networks,testing,Web Services,no,Management,smart worker,no,no,CRM Technical Developer
1,6,9,9,yes,yes,app development,testing,excellent,excellent,hacking,security,Web Services,yes,Technical,smart worker,no,no,CRM Technical Developer
5,1,7,1,yes,yes,distro making,database security,excellent,poor,Computer Architecture,system developer,Sales and Marketing,no,Technical,hard worker,yes,no,CRM Technical Developer
1,0,8,6,yes,yes,python,system designing,excellent,excellent,parallel computing,security,Product based,no,Management,smart worker,no,no,CRM Technical Developer
1,3,7,4,no,no,shell programming,data science,medium,excellent,Software Engineering,developer,SAaS services,yes,Management,hard worker,yes,no,CRM Technical Developer
8,1,7,2,no,no,shell programming,hacking,medium,excellent,parallel computing,Business process analyst,BPA,no,Technical,hard worker,yes,no,CRM Technical Developer
3,3,5,1,no,yes,r programming,hacking,medium,medium,IOT,system developer,Service Based,yes,Management,smart worker,yes,no,CRM Technical Developer
6,0,3,1,yes,yes,hadoop,hacking,excellent,poor,networks,security,SAaS services,no,Management,smart worker,yes,yes,CRM Technical Developer
1,6,4,7,yes,yes,python,database security,excellent,excellent,programming,testing,Testing and Maintainance Services,no,Management,smart worker,yes,yes,CRM Technical Developer
3,3,3,8,yes,yes,full stack,testing,medium,excellent,Management,Business process analyst,Testing and Maintainance Services,no,Technical,smart worker,yes,no,CRM Technical Developer
4,3,3,3,yes,no,information security,cloud computing,excellent,medium,parallel computing,system developer,Service Based,no,Technical,hard worker,yes,no,CRM Technical Developer
7,3,6,7,yes,no,python,web technologies,medium,excellent,data engineering,Business process analyst,Cloud Services,yes,Technical,hard worker,yes,yes,CRM Technical Developer
1,2,8,1,yes,no,shell programming,game development,poor,poor,hacking,cloud computing,Sales and Marketing,yes,Technical,smart worker,yes,no,CRM Technical Developer
4,5,2,7,yes,no,python,system designing,medium,medium,hacking,Business process analyst,Testing and Maintainance Services,yes,Management,smart worker,yes,no,CRM Technical Developer
7,2,6,9,yes,yes,machine learning,game development,medium,excellent,IOT,developer,SAaS services,yes,Technical,smart worker,yes,yes,CRM Technical Developer
1,6,4,4,no,yes,app development,web technologies,poor,poor,parallel computing,cloud computing,Product based,no,Management,smart worker,no,no,CRM Technical Developer
1,2,8,2,no,yes,distro making,database security,medium,medium,Computer Architecture,testing,Product based,no,Management,hard worker,no,no,CRM Technical Developer
8,0,5,4,no,no,full stack,cloud computing,poor,excellent,Management,security,Service Based,yes,Technical,smart worker,no,yes,CRM Technical Developer
6,4,1,3,yes,yes,shell programming,game development,excellent,poor,hacking,developer,Sales and Marketing,yes,Technical,smart worker,no,no,CRM Technical Developer
1,2,1,4,yes,yes,full stack,testing,poor,medium,Computer Architecture,developer,Sales and Marketing,yes,Technical,hard worker,yes,yes,CRM Technical Developer
6,3,2,4,yes,no,python,database security,excellent,excellent,Computer Architecture,cloud computing,SAaS services,no,Technical,hard worker,no,no,CRM Technical Developer
6,4,6,4,yes,no,python,testing,medium,excellent,parallel computing,Business process analyst,BPA,no,Technical,smart worker,yes,yes,CRM Technical Developer
5,2,7,6,no,no,machine learning,cloud computing,poor,poor,hacking,developer,product development,yes,Management,hard worker,yes,yes,CRM Technical Developer
1,1,5,7,yes,no,machine learning,hacking,excellent,poor,parallel computing,cloud computing,product development,yes,Management,smart worker,yes,no,CRM Technical Developer
6,0,1,9,yes,no,r programming,testing,medium,excellent,networks,cloud computing,Service Based,yes,Management,hard worker,no,yes,CRM Technical Developer
7,0,9,5,yes,no,information security,cloud computing,poor,medium,networks,testing,Web Services,no,Technical,smart worker,no,no,CRM Technical Developer
8,2,4,4,yes,yes,distro making,data science,poor,excellent,data engineering,developer,SAaS services,yes,Technical,smart worker,no,yes,CRM Technical Developer
4,2,4,8,no,no,r programming,web technologies,medium,poor,cloud computing,security,Testing and Maintainance Services,no,Management,smart worker,no,no,CRM Technical Developer
9,1,8,6,yes,yes,distro making,hacking,poor,medium,programming,security,Testing and Maintainance Services,no,Management,hard worker,yes,yes,CRM Technical Developer
1,5,5,7,yes,yes,machine learning,database security,excellent,excellent,programming,developer,Cloud Services,yes,Technical,smart worker,no,yes,CRM Technical Developer
8,3,8,9,no,yes,hadoop,hacking,excellent,medium,cloud computing,Business process analyst,product development,no,Management,smart worker,yes,no,CRM Technical Developer
6,6,6,4,yes,no,hadoop,data science,medium,poor,cloud computing,system developer,Product based,no,Management,hard worker,yes,no,CRM Technical Developer
5,6,6,2,no,yes,hadoop,hacking,poor,poor,Management,Business process analyst,Testing and Maintainance Services,no,Technical,smart worker,no,yes,CRM Technical Developer
4,6,1,7,no,no,python,hacking,excellent,excellent,IOT,cloud computing,Cloud Services,yes,Technical,smart worker,yes,no,CRM Technical Developer
1,5,7,7,no,yes,distro making,web technologies,excellent,excellent,programming,cloud computing,Cloud Services,no,Technical,smart worker,no,no,CRM Technical Developer
5,0,8,3,yes,no,information security,cloud computing,medium,medium,cloud computing,security,SAaS services,yes,Management,smart worker,no,yes,CRM Technical Developer
4,3,5,7,no,yes,full stack,cloud computing,medium,excellent,hacking,testing,Sales and Marketing,no,Technical,hard worker,yes,yes,CRM Technical Developer
8,6,8,8,no,yes,information security,cloud computing,poor,poor,hacking,Business process analyst,Cloud Services,no,Technical,hard worker,no,yes,CRM Technical Developer
9,1,5,7,no,yes,distro making,system designing,excellent,poor,networks,system developer,Product based,no,Technical,smart worker,yes,no,CRM Technical Developer
2,1,8,1,no,yes,machine learning,testing,medium,poor,Software Engineering,system developer,Web Services,no,Technical,smart worker,yes,yes,CRM Technical Developer
2,5,9,3,no,yes,r programming,system designing,poor,excellent,data engineering,security,Cloud Services,yes,Management,smart worker,no,no,CRM Technical Developer
6,6,3,3,yes,no,r programming,system designing,poor,poor,programming,testing,Service Based,yes,Technical,smart worker,yes,yes,CRM Technical Developer
9,2,1,8,yes,yes,shell programming,game development,medium,poor,networks,cloud computing,Sales and Marketing,no,Management,smart worker,no,yes,CRM Technical Developer
1,5,8,8,yes,no,information security,cloud computing,poor,medium,programming,testing,Finance,yes,Management,smart worker,yes,yes,CRM Technical Developer
2,2,2,9,yes,no,full stack,system designing,medium,excellent,Computer Architecture,security,Testing and Maintainance Services,yes,Technical,hard worker,yes,no,CRM Technical Developer
3,0,3,8,no,no,shell programming,web technologies,medium,medium,Software Engineering,system developer,Testing and Maintainance Services,no,Management,smart worker,yes,yes,CRM Technical Developer
8,2,1,2,yes,yes,app development,database security,excellent,excellent,Software Engineering,Business process analyst,Service Based,yes,Management,smart worker,yes,no,CRM Technical Developer
4,0,1,5,yes,yes,python,system designing,medium,medium,Computer Architecture,testing,Cloud Services,no,Management,smart worker,no,yes,CRM Technical Developer
2,0,4,2,no,no,hadoop,database security,medium,poor,hacking,testing,SAaS services,yes,Technical,smart worker,yes,yes,CRM Technical Developer
6,2,6,8,yes,no,python,database security,poor,medium,Computer Architecture,system developer,Product based,no,Technical,hard worker,no,yes,CRM Technical Developer
9,0,7,5,yes,no,r programming,hacking,medium,poor,programming,developer,Service Based,no,Management,hard worker,no,yes,CRM Technical Developer
5,4,5,2,yes,no,app development,web technologies,excellent,poor,Computer Architecture,developer,Cloud Services,no,Management,smart worker,no,yes,CRM Technical Developer
3,5,5,8,yes,no,distro making,web technologies,poor,medium,networks,cloud computing,product development,no,Technical,smart worker,yes,no,CRM Technical Developer
4,0,4,4,no,no,information security,game development,excellent,poor,Management,cloud computing,Product based,no,Technical,smart worker,yes,no,CRM Technical Developer
1,4,4,4,yes,no,distro making,cloud computing,medium,medium,data engineering,developer,Product based,yes,Management,hard worker,yes,no,CRM Technical Developer
9,5,3,3,yes,no,app development,testing,poor,poor,Management,developer,Product based,yes,Technical,hard worker,no,no,CRM Technical Developer
4,5,8,5,yes,yes,python,system designing,excellent,medium,Software Engineering,cloud computing,Finance,yes,Technical,hard worker,yes,yes,CRM Technical Developer
7,1,9,2,yes,no,full stack,database security,poor,medium,Computer Architecture,system developer,product development,no,Technical,hard worker,no,yes,CRM Technical Developer
7,1,2,2,yes,no,hadoop,web technologies,excellent,excellent,data engineering,security,Cloud Services,no,Management,hard worker,yes,yes,CRM Technical Developer
